AIRLINE,ORIGIN,DESTINAT,RDEPDATE,DEPTIME,RARRDATE,ARRTIME,CLASS
VY,ORY,ALC,07/07/2015,9:35,07/07/2015,11:35,Y
VY,ORY,ALC,07/07/2015,9:35,07/07/2015,11:35,Y
VY,ORY,ALC,07/07/2015,9:35,07/07/2015,11:35,Y
VY,ORY,ALC,07/07/2015,9:35,07/07/2015,11:35,Y
BA,LHR,MAD,03/16/2016,7:25,03/16/2016,10:50,M
LO,CDG,WAW,05/11/2016,10:40,05/11/2016,12:55,T
LH,TLS,MUC,05/10/2016,8:55,05/10/2016,10:40,V
LH,TLS,MUC,05/10/2016,8:55,05/10/2016,10:40,V
LH,TLS,MUC,05/10/2016,8:55,05/10/2016,10:40,V
AF,CDG,GVA,03/29/2016,20:45,03/29/2016,21:55,T
AF,AMS,CDG,03/31/2016,10:40,03/31/2016,11:55,H
AF,CDG,GVA,03/29/2016,20:45,03/29/2016,21:55,L
AF,ORY,TLN,03/07/2016,10:40,03/07/2016,12:00,U
AF,BOD,ORY,03/04/2016,7:30,03/04/2016,8:40,B
U2,CDG,MXP,03/16/2016,6:50,03/16/2016,8:20,Y
AF,LCY,AMS,03/09/2016,16:05,03/09/2016,18:20,T
AF,CDG,TXL,04/27/2016,10:10,04/27/2016,11:50,X
AF,NCE,CDG,03/15/2016,16:05,03/15/2016,17:40,H
AF,CUN,ATL,03/03/2016,12:06,03/03/2016,14:41,Q
AF,TLS,ORY,03/23/2016,6:40,03/23/2016,8:00,W
U2,LGW,LYS,03/01/2016,19:50,03/01/2016,22:25,Y
AF,BOD,LYS,02/25/2016,6:50,02/25/2016,7:55,Y
IB,LYS,MAD,03/13/2016,18:25,03/13/2016,20:15,Q
AF,ORY,BIQ,03/17/2016,7:05,03/17/2016,8:25,U
AF,ORY,MPL,03/21/2016,7:00,03/21/2016,8:15,Y
KL,NTE,AMS,03/17/2016,6:50,03/17/2016,8:30,L
AA,IND,DFW,03/12/2016,11:30,03/12/2016,12:57,V
AF,CFE,CDG,03/06/2016,11:20,03/06/2016,12:25,L
AF,TLS,ORY,03/23/2016,6:40,03/23/2016,8:00,W
AF,CDG,NCE,04/13/2016,7:15,04/13/2016,8:45,V
U2,ORY,TLS,03/01/2016,15:30,03/01/2016,16:45,B
AF,GVA,CDG,03/17/2016,7:20,03/17/2016,8:30,N
AF,GVA,CDG,03/22/2016,10:30,03/22/2016,11:45,R
UX,ORY,MAD,03/16/2016,11:40,03/16/2016,13:40,Q
IB,BIO,ORY,03/18/2016,15:15,03/18/2016,16:50,Q
AF,NTE,CDG,03/29/2016,6:20,03/29/2016,7:25,L
AF,NTE,CDG,03/29/2016,6:20,03/29/2016,7:25,L
AF,TLS,LYS,03/07/2016,7:00,03/07/2016,8:00,W
AF,TLS,ORY,03/14/2016,6:00,03/14/2016,7:20,Y
AF,ORY,TLS,03/04/2016,7:20,03/04/2016,8:30,W
U2,NCE,ORY,03/07/2016,18:55,03/07/2016,20:25,Y
AF,NCE,ORY,03/17/2016,6:15,03/17/2016,7:40,M
U2,NCE,ORY,03/07/2016,18:55,03/07/2016,20:25,Y
AF,NCE,ORY,03/11/2016,6:15,03/11/2016,7:40,H
AF,MRS,BOD,03/15/2016,18:55,03/15/2016,20:05,M
U2,TLS,ORY,03/07/2016,8:35,03/07/2016,10:00,Y
AF,ORY,MPL,03/22/2016,7:00,03/22/2016,8:15,A
AF,NCE,ORY,03/07/2016,8:35,03/07/2016,10:00,M
AF,LIL,BOD,03/21/2016,8:30,03/21/2016,9:45,U
T7,ORY,LIG,03/16/2016,9:00,03/16/2016,10:10,Q
AF,ORY,TLS,03/08/2016,7:20,03/08/2016,8:30,W
BE,CDG,MAN,03/14/2016,9:40,03/14/2016,10:20,P
BE,CDG,MAN,03/14/2016,9:40,03/14/2016,10:20,P
AF,ORY,BOD,03/29/2016,6:25,03/29/2016,7:30,R
AF,ORY,TLS,03/04/2016,6:50,03/04/2016,8:00,W
LH,CDG,FRA,03/17/2016,7:15,03/17/2016,8:30,V
AF,ORY,MRS,03/02/2016,7:10,03/02/2016,8:25,W
U2,LTN,LYS,03/02/2016,12:45,03/02/2016,15:30,Y
AF,ORY,BOD,03/03/2016,6:30,03/03/2016,7:35,W
U2,CDG,BFS,03/13/2016,21:25,03/13/2016,22:10,B
AF,NCE,CDG,03/22/2016,13:00,03/22/2016,14:35,V
AF,BOD,CDG,03/08/2016,11:05,03/08/2016,12:25,K
AF,BOD,ORY,03/23/2016,9:10,03/23/2016,10:20,M
AF,TLN,ORY,03/23/2016,6:55,03/23/2016,8:25,M
AF,TLS,ORY,03/23/2016,8:40,03/23/2016,10:00,B
AF,CDG,EDI,03/14/2016,20:45,03/14/2016,21:35,X
A5,LYS,PRG,03/14/2016,10:40,03/14/2016,12:20,K
U2,NCE,ORY,03/29/2016,14:55,03/29/2016,16:25,B
AF,ORY,NCE,03/30/2016,19:30,03/30/2016,20:55,V
AF,BOD,ORY,03/14/2016,7:30,03/14/2016,8:40,W
AF,MRS,BOD,03/07/2016,18:55,03/07/2016,20:05,L
AF,ORY,MPL,03/02/2016,18:45,03/02/2016,20:00,Y
AF,CDG,EDI,03/14/2016,20:45,03/14/2016,21:35,X
AF,ORY,BES,03/11/2016,7:00,03/11/2016,8:10,W
A5,LIL,BOD,03/07/2016,8:30,03/07/2016,9:45,B
A5,LYS,NCE,03/08/2016,8:45,03/08/2016,9:40,D
AF,LYS,SXB,03/09/2016,8:45,03/09/2016,9:40,Y
AF,LYS,NCE,03/11/2016,8:45,03/11/2016,9:40,M
AF,LYS,RNS,03/15/2016,8:40,03/15/2016,9:55,B
AF,MRS,ORY,03/08/2016,7:05,03/08/2016,8:25,S
AF,ORY,LCY,03/21/2016,8:15,03/21/2016,8:30,E
AF,CDG,DUB,05/18/2016,13:10,05/18/2016,14:10,N
AF,CDG,DUB,05/18/2016,13:10,05/18/2016,14:10,N
AF,CDG,GVA,03/07/2016,7:15,03/07/2016,8:25,B
BA,LYS,LHR,03/08/2016,11:20,03/08/2016,12:10,K
AF,CDG,BOS,03/06/2016,10:55,03/06/2016,13:18,B
AF,CDG,WAW,03/16/2016,9:40,03/16/2016,11:50,K
AF,CDG,AMS,03/09/2016,7:50,03/09/2016,9:10,Y
U2,ORY,LIN,03/10/2016,11:00,03/10/2016,12:25,B
AF,CDG,GIG,05/30/2016,13:30,05/30/2016,20:15,Z
BE,CDG,MAN,03/14/2016,9:40,03/14/2016,10:20,P
U2,LYS,BCN,03/02/2016,21:00,03/02/2016,22:20,B
AF,GVA,CDG,03/21/2016,10:30,03/21/2016,11:45,R
AF,MRS,ORY,03/23/2016,8:20,03/23/2016,9:40,H
DL,LAX,SEA,03/23/2016,16:30,03/23/2016,19:18,X
LH,LYS,FRA,03/20/2016,7:00,03/20/2016,8:30,H
LH,FRA,LYS,03/26/2016,12:55,03/26/2016,14:10,L
AF,LIL,MRS,01/11/2016,7:00,01/11/2016,8:30,Y
IB,LYS,MAD,04/03/2016,8:40,04/03/2016,10:30,R
AF,TLS,ORY,03/10/2016,6:40,03/10/2016,8:00,W
U2,LYS,OPO,04/13/2016,15:50,04/13/2016,17:00,Y
U2,LYS,OPO,04/13/2016,99:99,,99:99,Y
AF,CDG,CMN,04/04/2016,7:15,04/04/2016,9:20,E
AF,CDG,FRA,03/07/2016,7:25,03/07/2016,8:50,C
LX,FRA,ZRH,03/07/2016,20:50,03/07/2016,21:50,C
BA,LYS,LHR,03/14/2016,7:00,03/14/2016,7:40,M
AF,ORY,NCE,04/26/2016,15:25,04/26/2016,16:50,V
AF,LIL,LYS,03/21/2016,6:45,03/21/2016,7:55,S
AF,BOD,MRS,03/24/2016,17:05,03/24/2016,18:10,S
AF,GVA,CDG,03/08/2016,20:30,03/08/2016,21:40,M
LX,FRA,ZRH,03/07/2016,20:50,03/07/2016,21:50,H
AF,CDG,FRA,03/07/2016,7:25,03/07/2016,8:50,M
AF,BOD,LIL,03/30/2016,19:15,03/30/2016,20:35,S
AF,ORY,TLS,03/09/2016,19:10,03/09/2016,20:20,W
AF,TLS,ORY,03/14/2016,6:20,03/14/2016,7:40,Y
AF,MRS,TLS,03/15/2016,20:25,03/15/2016,21:30,U
AF,ORY,BOD,03/24/2016,7:20,03/24/2016,8:25,W
AF,ORY,BOD,03/10/2016,19:40,03/10/2016,20:45,W
AF,TLN,ORY,03/10/2016,6:55,03/10/2016,8:25,M
AF,CDG,TRN,03/08/2016,13:15,03/08/2016,14:50,K
AA,PHL,MCO,03/08/2016,11:25,03/08/2016,13:59,S
LH,LYS,FRA,03/07/2016,10:35,03/07/2016,12:05,L
LH,EWR,LHR,03/11/2016,18:10,03/12/2016,6:20,L
U2,LGW,LYS,03/13/2016,19:50,03/13/2016,22:25,B
AF,BOD,ORY,04/13/2016,7:25,04/13/2016,8:35,V
AF,ORY,CFE,03/07/2016,7:15,03/07/2016,8:10,M
AF,MPL,ORY,03/16/2016,9:00,03/16/2016,10:20,E
BA,LHR,LYS,03/08/2016,13:10,03/08/2016,15:50,S
AF,LIL,MRS,01/15/2016,7:00,01/15/2016,8:30,S
SS,ORY,PTP,03/12/2016,10:45,03/12/2016,14:40,L
AF,NCE,ORY,02/23/2016,15:30,02/23/2016,16:55,U
UX,ORY,MAD,03/10/2016,7:10,03/10/2016,9:10,A
U2,TLS,ORY,03/14/2016,8:35,03/14/2016,10:00,B
AF,ORY,NCE,03/23/2016,6:30,03/23/2016,7:50,W
BA,CDG,LHR,02/01/2016,10:20,02/01/2016,10:45,K
BA,CDG,LHR,02/01/2016,10:20,02/01/2016,10:45,K
AF,NTE,NCE,03/10/2016,10:40,03/10/2016,12:05,M
UA,CDG,IAD,03/31/2016,12:25,03/31/2016,14:50,K
AF,CDG,LIS,04/08/2016,9:40,04/08/2016,11:10,U
AF,LIL,NTE,03/15/2016,9:05,03/15/2016,10:15,S
AF,LIL,LYS,03/16/2016,18:00,03/16/2016,19:20,S
AF,ORY,BOD,03/09/2016,7:20,03/09/2016,8:25,W
T7,ORY,PGX,03/11/2016,8:45,03/11/2016,10:05,L
LH,MAN,MUC,03/16/2016,17:40,03/16/2016,20:35,V
AF,LIL,NTE,03/22/2016,9:05,03/22/2016,10:15,U
AF,LIL,NTE,03/22/2016,9:05,03/22/2016,10:15,U
AF,BOD,MRS,03/14/2016,7:50,03/14/2016,8:55,B
BA,NCE,LHR,03/09/2016,8:15,03/09/2016,9:25,N
AF,BOD,MRS,03/14/2016,7:50,03/14/2016,8:55,B
4U,CDG,TXL,03/13/2016,20:35,03/13/2016,22:05,T
4U,CDG,TXL,03/13/2016,20:35,03/13/2016,22:05,T
4U,CDG,TXL,03/13/2016,20:35,03/13/2016,22:05,T
LH,LYS,FRA,05/10/2016,10:55,05/10/2016,12:20,L
AF,LIL,BOD,03/21/2016,8:30,03/21/2016,9:45,U
TP,ORY,LIS,03/10/2016,7:10,03/10/2016,8:35,U
A5,BOD,LYS,03/30/2016,18:15,03/30/2016,19:25,A
AF,LIL,NTE,03/16/2016,9:05,03/16/2016,10:15,M
AF,CDG,BCN,03/16/2016,20:55,03/16/2016,22:35,M
AF,MRS,BOD,03/15/2016,15:10,03/15/2016,16:20,U
SN,LYS,BRU,03/07/2016,7:10,03/07/2016,8:30,B
AF,CDG,CMN,04/10/2016,19:00,04/10/2016,21:05,R
AF,CDG,CMN,04/10/2016,19:00,04/10/2016,21:05,R
AF,CDG,TXL,04/05/2016,13:00,04/05/2016,14:40,T
AF,MRS,LIL,03/07/2016,9:10,03/07/2016,10:40,W
LA,GRU,SCL,06/03/2016,16:20,06/03/2016,20:35,X
AF,TLS,ORY,03/09/2016,6:40,03/09/2016,8:00,S
AF,MRS,ORY,03/08/2016,8:20,03/08/2016,9:40,S
AF,ORY,LIN,04/12/2016,19:35,04/12/2016,21:00,R
AF,CDG,LIN,04/17/2016,19:50,04/17/2016,21:15,R
AF,ORY,LIN,04/24/2016,19:35,04/24/2016,21:00,R
AF,XWG,CDG,03/14/2016,6:11,03/14/2016,8:44,E
T7,ORY,LIG,03/09/2016,9:00,03/09/2016,10:10,Y
AF,CDG,SFO,03/20/2016,10:30,03/20/2016,13:55,K
BA,BOD,LGW,04/04/2016,10:05,04/04/2016,10:40,J
BA,CDG,LHR,03/04/2016,14:50,03/04/2016,15:10,M
BA,CDG,LHR,03/04/2016,14:50,03/04/2016,15:10,K
AF,SXB,AMS,04/04/2016,18:35,04/04/2016,19:50,V
AF,CDG,LIN,05/01/2016,19:50,05/01/2016,21:15,V
AF,CDG,BUD,04/11/2016,15:30,04/11/2016,17:40,N
AF,ORY,BOD,03/21/2016,7:20,03/21/2016,8:25,W
AF,ORY,BOD,03/21/2016,7:20,03/21/2016,8:25,W
BE,CDG,MAN,03/23/2016,7:30,03/23/2016,7:55,X
U2,LTN,CDG,03/24/2016,18:40,03/24/2016,20:55,Y
AF,CDG,MUC,03/15/2016,7:15,03/15/2016,8:45,M
U2,TLS,ORY,03/09/2016,8:35,03/09/2016,10:00,B
BE,NTE,SOU,03/15/2016,13:20,03/15/2016,13:30,Z
U2,BSL,BRU,03/21/2016,7:05,03/21/2016,8:20,B
AF,CDG,TRN,04/06/2016,20:50,04/06/2016,22:25,T
AF,CDG,AMS,03/10/2016,7:50,03/10/2016,9:10,Y
U2,BSL,BRU,03/21/2016,7:05,03/21/2016,8:20,B
AF,TLS,LYS,03/16/2016,7:00,03/16/2016,8:00,A
AF,ORY,MRS,03/15/2016,7:10,03/15/2016,8:25,W
AT,LYS,CMN,03/29/2016,17:05,03/29/2016,18:50,T
AF,RNS,CDG,03/14/2016,7:25,03/14/2016,8:30,H
U2,BSL,BRU,03/21/2016,7:05,03/21/2016,8:20,B
BA,LYS,LHR,03/14/2016,7:00,03/14/2016,7:40,K
AF,ORY,BOD,03/07/2016,6:30,03/07/2016,7:35,W
AF,MAN,CDG,03/05/2016,6:10,03/05/2016,8:50,Y
AF,LYS,CDG,05/16/2016,6:40,05/16/2016,7:50,T
AF,PUF,ORY,03/23/2016,9:15,03/23/2016,10:35,H
AZ,CDG,LIN,03/14/2016,9:35,03/14/2016,11:05,W
LH,LYS,FRA,03/14/2016,7:00,03/14/2016,8:30,Q
U2,LYS,LGW,03/14/2016,7:10,03/14/2016,7:45,B
AF,MRS,BOD,03/07/2016,18:55,03/07/2016,20:05,L
AF,ORY,MPL,03/08/2016,11:35,03/08/2016,12:50,W
AF,TLN,ORY,03/22/2016,6:55,03/22/2016,8:25,M
AF,MRS,BOD,03/07/2016,18:55,03/07/2016,20:05,H
SQ,KUL,SIN,03/31/2016,10:25,03/31/2016,11:30,Y
AF,NCE,ORY,03/23/2016,15:30,03/23/2016,16:55,H
AF,ORY,MRS,03/17/2016,7:10,03/17/2016,8:25,W
AF,TLS,ORY,03/14/2016,6:20,03/14/2016,7:40,Y
AF,ORY,BOD,03/08/2016,7:20,03/08/2016,8:25,W
AF,ORY,TLS,03/21/2016,7:20,03/21/2016,8:30,Y
IB,LYS,MAD,04/02/2016,8:40,04/02/2016,10:30,Q
AF,CDG,TRN,03/08/2016,13:15,03/08/2016,14:50,U
AF,BOD,ORY,03/10/2016,6:40,03/10/2016,7:50,W
AF,MRS,ORY,03/24/2016,12:10,03/24/2016,13:30,H
AF,MRS,NTE,03/14/2016,8:35,03/14/2016,9:55,W
AF,BOD,ORY,03/09/2016,7:30,03/09/2016,8:40,S
AF,CDG,MPL,03/07/2016,18:25,03/07/2016,19:45,Y
AF,CDG,TRN,03/08/2016,13:15,03/08/2016,14:50,U
U2,TLS,ORY,03/15/2016,8:35,03/15/2016,10:00,Y
AF,TLN,ORY,03/22/2016,9:25,03/22/2016,10:55,N
AF,TLN,ORY,03/30/2016,6:40,03/30/2016,8:10,M
AF,CDG,LHR,01/21/2016,7:25,01/21/2016,7:45,H
AF,ORY,LIN,01/12/2016,11:05,01/12/2016,12:30,B
AF,CDG,TUN,01/18/2016,7:15,01/18/2016,9:40,H
AF,CDG,FCO,01/24/2016,7:00,01/24/2016,9:00,X
AF,ORY,LAI,01/14/2016,8:25,01/14/2016,9:40,Y
AF,ORY,MPL,01/21/2016,7:00,01/21/2016,8:15,Y
AF,CDG,LHR,01/12/2016,18:05,01/12/2016,18:20,L
AF,CDG,TUN,01/18/2016,7:15,01/18/2016,9:40,H
AF,CDG,FCO,01/25/2016,7:00,01/25/2016,9:00,R
AF,CDG,TUN,01/18/2016,7:15,01/18/2016,9:40,H
AF,CDG,CMN,04/12/2016,7:15,04/12/2016,9:20,N
AF,LIL,NTE,03/30/2016,8:55,03/30/2016,10:05,U
AF,MPL,ORY,03/10/2016,6:40,03/10/2016,8:00,S
TP,ORY,LIS,03/10/2016,7:10,03/10/2016,8:35,A
AF,CDG,PUF,03/18/2016,8:40,03/18/2016,10:05,B
BA,CDG,LHR,03/14/2016,7:45,03/14/2016,8:10,V
LX,FRA,ZRH,03/07/2016,18:20,03/07/2016,19:15,M
LX,FRA,ZRH,03/07/2016,18:20,03/07/2016,19:15,M
AF,ORY,CFE,03/08/2016,7:15,03/08/2016,8:10,W
LX,FRA,ZRH,03/07/2016,18:20,03/07/2016,19:15,J
BA,ORY,LHR,03/14/2016,7:35,03/14/2016,7:55,L
AF,ORY,NCE,03/10/2016,6:30,03/10/2016,7:50,A
AF,MRS,BOD,03/16/2016,18:55,03/16/2016,20:05,L
AF,CDG,GVA,03/16/2016,8:30,03/16/2016,9:40,K
AF,MRS,ORY,03/23/2016,13:00,03/23/2016,14:20,H
LH,CDG,MUC,03/14/2016,12:15,03/14/2016,13:40,H
U2,ORY,SXF,02/21/2016,18:15,02/21/2016,19:55,Y
LX,ZRH,GVA,03/08/2016,13:05,03/08/2016,13:55,P
AF,MRS,NTE,03/17/2016,8:35,03/17/2016,9:55,L
AF,LYS,NCE,03/21/2016,8:45,03/21/2016,9:40,M
AF,MRS,AJA,03/14/2016,9:10,03/14/2016,10:00,H
AF,MRS,ORY,03/23/2016,8:20,03/23/2016,9:40,H
AF,CDG,ATH,03/22/2016,9:45,03/22/2016,14:00,L
A3,ATH,CDG,03/24/2016,16:15,03/24/2016,18:45,W
AF,LYS,PIS,03/15/2016,8:50,03/15/2016,10:00,L
AF,LYS,RNS,03/29/2016,8:40,03/29/2016,9:55,L
AF,MRS,ORY,03/23/2016,13:00,03/23/2016,14:20,H
BA,BHD,LHR,03/09/2016,15:05,03/09/2016,16:25,H
AF,CDG,MPL,03/24/2016,8:40,03/24/2016,10:00,M
AF,ORY,MRS,03/16/2016,7:10,03/16/2016,8:25,W
AF,CDG,TXL,03/22/2016,7:30,03/22/2016,9:10,K
LH,LYS,MUC,04/03/2016,19:40,04/03/2016,21:00,T
AF,ORY,TLS,03/14/2016,8:45,03/14/2016,9:55,B
AF,ORY,MRS,03/14/2016,6:20,03/14/2016,7:35,B
AF,AMS,CDG,03/10/2016,14:45,03/10/2016,16:00,J
AF,ORY,MPL,03/14/2016,7:00,03/14/2016,8:15,Y
AF,BOD,LYS,03/16/2016,6:50,03/16/2016,7:55,Y
LX,CDG,ZRH,03/14/2016,18:45,03/14/2016,20:00,H
AF,TLS,ORY,03/15/2016,6:00,03/15/2016,7:20,W
AF,TLS,LYS,03/14/2016,7:00,03/14/2016,8:00,W
KL,LYS,AMS,03/28/2016,13:55,03/28/2016,15:40,J
A5,BOD,LIL,03/09/2016,15:35,03/09/2016,16:55,Y
TP,ORY,OPO,03/09/2016,14:35,03/09/2016,15:45,A
BA,LHR,MRS,03/18/2016,11:15,03/18/2016,14:15,V
AF,ORY,MRS,03/14/2016,6:20,03/14/2016,7:35,A
AF,ORY,MPL,03/11/2016,7:00,03/11/2016,8:15,Y
AF,ORY,NCE,03/31/2016,17:10,03/31/2016,18:35,T
AF,ORY,NCE,04/26/2016,17:10,04/26/2016,18:35,N
AF,MPL,ORY,03/23/2016,9:00,03/23/2016,10:20,Y
LH,MRS,FRA,03/14/2016,11:00,03/14/2016,12:45,H
LH,FRA,LHR,03/15/2016,11:00,03/15/2016,11:45,W
AF,ORY,NCE,03/15/2016,6:30,03/15/2016,7:50,Y
AF,ORY,LCY,03/15/2016,17:30,03/15/2016,17:40,H
AF,CDG,AMS,03/21/2016,9:55,03/21/2016,11:15,M
T7,LYS,STR,03/15/2016,18:00,03/15/2016,19:20,Y
TP,ORY,LIS,03/20/2016,19:10,03/20/2016,20:35,O
U2,BOD,MXP,03/09/2016,14:25,03/09/2016,15:55,Y
AF,ORY,MPL,03/23/2016,7:00,03/23/2016,8:15,W
V7,VCE,BOD,03/10/2016,15:05,03/10/2016,17:05,I
AF,ORY,CFE,03/17/2016,9:05,03/17/2016,10:10,A
KL,CDG,AMS,03/10/2016,7:15,03/10/2016,8:35,Q
AF,ORY,BOD,03/11/2016,11:05,03/11/2016,12:10,B
AF,BOD,ORY,03/11/2016,18:00,03/11/2016,19:10,W
KL,FCO,AMS,04/20/2016,6:20,04/20/2016,8:50,L
AF,TLS,ORY,03/23/2016,8:40,03/23/2016,10:00,V
AF,ORY,TLS,03/11/2016,6:20,03/11/2016,7:30,S
AF,BOD,ORY,03/16/2016,7:30,03/16/2016,8:40,W
AF,ORY,BOD,04/12/2016,7:20,04/12/2016,8:25,W
AF,ORY,BIQ,04/26/2016,7:10,04/26/2016,8:30,V
LH,GVA,MUC,04/26/2016,6:55,04/26/2016,8:10,W
LH,CDG,MUC,04/24/2016,20:25,04/24/2016,21:45,L
AF,LYS,BIQ,03/07/2016,20:05,03/07/2016,21:20,W
AF,LYS,BRU,04/13/2016,8:30,04/13/2016,9:50,L
AF,GVA,CDG,03/29/2016,7:20,03/29/2016,8:35,T
AF,ORY,MRS,03/29/2016,7:15,03/29/2016,8:30,Y
AF,BOD,LYS,03/15/2016,6:50,03/15/2016,7:55,S
AF,CDG,DXB,03/22/2016,13:50,03/22/2016,23:45,D
BA,LHR,MAN,03/09/2016,18:15,03/09/2016,19:20,R
AB,MUC,LIN,03/17/2016,19:45,03/17/2016,20:55,B
AF,LIN,CDG,03/18/2016,15:30,03/18/2016,17:00,M
A5,NCE,LYS,03/10/2016,18:20,03/10/2016,19:15,W
AF,NTE,ORY,03/13/2016,17:05,03/13/2016,18:15,U
IB,LYS,MAD,03/16/2016,18:25,03/16/2016,20:15,S
AF,CDG,SFO,03/20/2016,10:30,03/20/2016,13:55,U
AF,NCE,ORY,03/15/2016,8:35,03/15/2016,10:00,M
AF,CDG,MSP,04/17/2016,10:35,04/17/2016,12:55,L
SK,CDG,CPH,03/16/2016,11:10,03/16/2016,13:00,P
AF,ORY,BOD,03/15/2016,7:20,03/15/2016,8:25,W
AF,ORY,NCE,03/22/2016,8:10,03/22/2016,9:30,Y
AF,ORY,TLS,03/15/2016,9:55,03/15/2016,11:05,Y
AF,TLN,ORY,03/10/2016,15:25,03/10/2016,16:50,B
BA,BOD,LGW,03/13/2016,17:00,03/13/2016,17:40,M
AF,ORY,TLS,03/16/2016,7:20,03/16/2016,8:30,W
AF,NTE,LIL,03/22/2016,7:30,03/22/2016,8:35,B
AF,CDG,JFK,04/24/2016,17:00,04/24/2016,19:15,S
AA,PHL,LAX,03/21/2016,13:37,03/21/2016,16:42,W
AF,CDG,GVA,03/16/2016,7:15,03/16/2016,8:25,M
AF,CDG,TRN,04/06/2016,16:45,04/06/2016,18:10,T
AF,ORY,MRS,03/19/2016,11:05,03/19/2016,12:20,R
AF,ORY,MRS,03/19/2016,11:05,03/19/2016,12:20,R
AF,ORY,MRS,03/19/2016,11:05,03/19/2016,12:20,R
AF,ORY,LCY,03/17/2016,12:05,03/17/2016,12:15,H
AF,ORY,BIQ,04/26/2016,7:10,04/26/2016,8:30,V
U2,LYS,RAK,03/17/2016,16:20,03/17/2016,18:30,Y
AF,ORY,BIQ,04/26/2016,7:10,04/26/2016,8:30,V
AF,ORY,BOD,03/22/2016,6:30,03/22/2016,7:35,Y
AF,NCE,CDG,03/15/2016,7:10,03/15/2016,8:45,M
CX,CDG,HKG,04/03/2016,13:10,04/04/2016,6:45,Y
LH,LYS,MUC,04/04/2016,9:00,04/04/2016,10:20,H
AF,CDG,FRA,04/08/2016,7:30,04/08/2016,8:55,T
BA,MRS,LHR,03/21/2016,11:20,03/21/2016,12:30,N
AF,CDG,NCE,03/14/2016,7:15,03/14/2016,8:45,Y
AF,CDG,BCN,03/16/2016,17:50,03/16/2016,19:30,L
AF,MRS,ORY,03/15/2016,8:20,03/15/2016,9:40,S
AF,CDG,LHR,03/14/2016,21:00,03/14/2016,21:15,L
AF,LYS,CDG,03/21/2016,10:45,03/21/2016,11:55,L
AF,LYS,CDG,03/21/2016,10:45,03/21/2016,11:55,L
AF,LYS,CDG,03/21/2016,10:45,03/21/2016,11:55,L
AF,LYS,TLS,03/29/2016,7:00,03/29/2016,8:00,H
AF,CDG,FCO,01/25/2016,7:15,01/25/2016,9:20,R
BA,LYS,LHR,03/14/2016,16:35,03/14/2016,17:15,M
AF,LIL,BOD,03/22/2016,8:30,03/22/2016,9:45,S
AF,ORY,TLN,03/10/2016,18:25,03/10/2016,19:45,Y
AF,CDG,IAD,03/28/2016,13:45,03/28/2016,16:15,U
LH,CDG,MUC,04/14/2016,8:50,04/14/2016,10:10,Q
AF,CDG,LIS,03/21/2016,16:15,03/21/2016,17:45,M
AF,LIL,NTE,03/16/2016,9:05,03/16/2016,10:15,M
AF,NTE,LYS,04/19/2016,8:55,04/19/2016,10:00,R
AF,CDG,WAW,04/03/2016,15:55,04/03/2016,18:10,N
KL,NTE,AMS,04/13/2016,17:30,04/13/2016,19:00,T
KL,BOD,AMS,04/18/2016,14:00,04/18/2016,15:50,T
AF,CDG,TRN,04/06/2016,16:45,04/06/2016,18:10,T
AF,ORY,MPL,03/15/2016,16:45,03/15/2016,18:00,N
U2,LYS,LGW,03/21/2016,7:10,03/21/2016,7:45,B
U2,LYS,LGW,04/18/2016,7:10,04/18/2016,7:40,B
U2,LYS,LGW,04/25/2016,7:10,04/25/2016,7:40,B
AF,CDG,MUC,07/01/2016,10:15,07/01/2016,11:45,R
AF,MUC,CDG,07/10/2016,16:00,07/10/2016,17:45,V
LH,CDG,MUC,07/08/2016,8:50,07/08/2016,10:10,Q
AF,GVA,CDG,03/22/2016,10:30,03/22/2016,11:45,R
IB,ORY,BCN,03/14/2016,10:55,03/14/2016,12:30,N
AF,ORY,BOD,03/15/2016,7:20,03/15/2016,8:25,W
AF,CDG,JFK,03/13/2016,13:55,03/13/2016,17:25,B
DL,CDG,BOS,03/20/2016,10:55,03/20/2016,14:15,B
AF,CDG,ARN,04/25/2016,16:00,04/25/2016,18:30,H
AF,CDG,BOS,06/18/2016,16:35,06/18/2016,18:15,S
AF,BOD,LYS,03/03/2016,8:55,03/03/2016,10:00,S
AF,BOD,ORY,03/09/2016,16:35,03/09/2016,17:45,S
AF,LYS,MXP,03/28/2016,20:00,03/28/2016,21:10,T
AF,NTE,LIL,03/22/2016,7:30,03/22/2016,8:35,W
AF,CDG,LIN,03/22/2016,8:45,03/22/2016,10:10,K
SN,LYS,BRU,03/15/2016,7:10,03/15/2016,8:30,Y
AF,WAW,CDG,03/15/2016,6:40,03/15/2016,9:10,T
AF,ORY,NCE,04/06/2016,8:15,04/06/2016,9:40,W
AF,ORY,TLS,03/17/2016,7:20,03/17/2016,8:30,W
T7,ORY,LIG,03/16/2016,9:00,03/16/2016,10:10,Y
AF,TLS,NCE,03/20/2016,14:10,03/20/2016,15:30,A
AF,ORY,BOD,03/22/2016,7:20,03/22/2016,8:25,W
AF,NTE,AMS,04/20/2016,17:30,04/20/2016,19:00,H
AF,NTE,AMS,04/20/2016,17:30,04/20/2016,19:00,H
AF,ORY,MRS,03/23/2016,7:10,03/23/2016,8:25,S
BA,CDG,LHR,03/17/2016,7:45,03/17/2016,8:10,L
